text,final_label
nítorí ìdí èyí ni a fi máa ń ki àwọn ìjẹ̀bú ní ọmọ alágẹmọ mẹ́rìndínlógún òwe yorùbá alágẹmọ ti bímọ rẹ̀ àìmọ̀ọ́jó di,NEUTRAL
agodo níbi tí adímú òrìṣà yóò kọ́kọ́ lọ láago mẹ́fà sí méje òwúrọ̀ lọ́jọ́ kejì sí ọjọ́ eré ẹ̀yọ̀,NEUTRAL
ifá bara àgbọnnìrègún èṣù ẹlẹ́gbára ògún lákáayé yẹmọja àwòyó,NEUTRAL
bí ẹyẹ oko ò mọ bíntín lọ eré e kó kọ́lé ló máa máa bá kiri no matter how tiny a bird is its attention will be ri,NEUTRAL
ṣé ìwọ ṣẹ̀ṣẹ̀ kúrò nínu ìṣẹ̀lẹ̀ tí ó ńfa ìbànújẹ́ ọkàn fun e mo kí ẹ́ gidigan bi o ti ẹ jẹ wipe ẹlò míràn lè má sọ èy,POSITIVE
a kò gbọdọ̀ tìtorí kòkòrò kó síni lójú kí a wá ki igi bọ ojú ọ̀hún you shouldnt poke a stick into your eye simply because an insect entered it be moderate adopt extreme measures with caution,POSITIVE
má sọ wí pé ó ní nọ́ḿbà ọlọ́pàá elétígbàròyé lọ́wọ́ ko wa lọ yan fanda níwájú sars ọmọ yahooyahoo ni wó má pé ẹ ìyà ni won ma fi jẹ ẹ,NEGATIVE
bí o bá ní agogoro ẹ̀yọ̀ wọ́n yóò dá ọ lóhùn pé mo yọ̀ fún ẹ mo yọ̀ fárà mi,POSITIVE
bóyá lo mọ̀ wípé òrìtṣẹ̀ubejì ni wọ́n pe ọ̀rúnmìlà bara àgbọnmìrègún ní ìtṣẹ̀kírì,NEUTRAL
tí owó ò bá tí ì dé ọwọ̀ èyàn ìwà oníwà ló máa máa hù you will never know who anyone really is until he or she be,NEUTRAL
fi ọwọ́ já a àlàbá fi ọwọ́ já ọsàn ó yá ẹ fi tiyín kún un kó máa lo béè,NEUTRAL
igbá olóore kì í fó àwo olóore kì í fàya towó tọmọ ní ńya ilé olóore the calabash of a kindhearted person never breaks the china plate of a kindhearted person never cracks both riches and children ever converge in the home of a kindhearted person,POSITIVE
èèyànán ní òun ó bà ọ́ jẹ́ o ní kò tó bẹ́ẹ̀ bí ó bá ní o ò nùdí ẹni mélòó lo máa fẹ fùrọ̀ hàn,NEUTRAL
ṣàṣà ènìyàn ni í fẹ́ni lẹ́hìn báà sí nílé tajá tẹran ni í fẹ́ni lójú ẹni precious few will love you behind your ba,MIXED
àfowófà ni ó pa èkúté ilé nígbà tó jeun tó yó tán o ránsé pe ológbò o ník,NEGATIVE
máà tà á láwìn máà jẹ́ ó ṣẹ́kù,NEUTRAL
bí ẹ̀dá bá fẹ́ gba àwìn ẹ̀bà ni wọ́n máa ńṣe ojú àánú tí wọ́n bá yó tán wọ́n á di ọkọ olúwa wọn,NEGATIVE
odi arinako pa kasunmu yorùbátv ẹgbẹ ọmọ olúwa bí gbogbo àgbáyé ojú òpó ìkànsíraẹni yoruba tv,NEUTRAL
inú wa dùn púpọ̀ láti gbé ẹ̀bùn ọdọọdún yìí kalẹ fún ìlọsíwájú àti ìdàgbàsókè lítírésọ̀ yorùbá láti mọ̀ sí wájú síi ẹ kàn sí,POSITIVE
ẹni òjò pa tí àrá kò pa kó má a dúpẹ́ whoever got beaten by rain but was not struck by lightning should be thankf,POSITIVE
òwe ní bọ́mọdé bá dáwọ́ lu apá apá á pa á èso igi apá rè é èròjà inú apá kápáa àtọ̀sí ó dájú httpst,NEGATIVE
orí igi tó wọ́ làá wà tí àá ti rí èyí tó tọ́ its while on a crooked tree that one will discover the proper one dont despise wherever you are it may well be a stepping stone to greater heights,POSITIVE
òpóiná mànàmáná jí i ó sì ṣubú lógèdèǹgbé a ní ẹja kan òjíjí là ń pè é ohun tí ó ń jí shock ni ẹja yìí ni,NEUTRAL
tí ìṣẹ́ ò bá jẹ́ ká sọ òdodo àìṣòdodo kò ní jẹ́ ká bọ́ lọ́wọ́ ìṣẹ́ if fear of poverty makes us lie lying will kee,NEGATIVE
mo n rìn lọ sí iléẹ̀kọ́,NEUTRAL
orò ló ni àròpe ọdẹ ló sun ìjálá ìyẹ̀rẹ̀ n tifá ni ti egúngún,NEUTRAL
kàkà kílẹ̀ ó kú ilẹ̀ á ṣá,NEGATIVE
mo ti gbàgbé wípé òní ni ojóo,NEUTRAL
ìkòkò dúdú fìdí tìgbẹ́ kí ni o,NEUTRAL
ẹbọ kàǹkà wo ló fẹ́ ka igún mi láyà,NEUTRAL
èmi ló lòní èmi ló lọ̀la lọmọdé fi ńdi onígbèsè i own today and i will own tomorrow is how a youngster runs into,NEGATIVE
the ìlu nlá story series,INDETERMINATE
béèni ìwà lewà,POSITIVE
bí ẹ̀jẹ́ bá dì sí ibi tí èèyán fi gbá nǹkan tàbí nǹkan lù ú kí ni yorùbá ń pè é,NEUTRAL
mo kí ìyáálé ilé kan pẹ̀lú ọ̀wọ̀ níjọ́sí mo ní ẹ pẹ̀lẹ́ mà ó bá bínú ó ní mo jẹ́gbẹ́ ẹ kọ́ bùọ̀dá ó ṣe mí ní,NEGATIVE
má sọ̀ ilé nù kò má báà fí àpò ìyá kọ́ ọ̀rọ̀ ìṣíti rèé ó,POSITIVE
ẹni tó ńsáré tó ńwo ẹ̀hìn ó di dandan kó fẹsẹ̀ kọ whoever keeps looking back while running will certainly stumbl,NEGATIVE
ǹjẹ́ ìwọ́ mọ̀ wípé erée gẹ̀lẹ̀dẹ́ ti jẹ́ ààyò nísàlẹ̀ èkó rí kí ló ṣẹlẹ̀ sí àṣà yìí tí ó fi parẹ́ bí isó ọ̀túnla dé tán,NEUTRAL
bí ó ti wun ni là ń ṣe ìmàle ẹni bó wun lèmọ́mù á fẹlẹ́dẹ̀ jẹ sààrì,NEUTRAL
yio fi iyé rè bò ö abé iyéapa rè ni iwo o si gbekele otito rè ni yio se asà ati apata re,NEUTRAL
kí ni ìtúmọ̀ gbólóhùn yìí a ò ní ríná ní kànga,NEUTRAL
láyé ogun ìkólé kẹ́rù yìí kò ì tíì sí àlàálẹ̀ ètò ogun jíjà ẹní bá ti tó géndé lè di ọmọ ogún,NEGATIVE
yorùbá word of the day àgàgà another word for àgàgà is pàápàá jùlọ tell us wordsthings you would like to learn in yorùbá via dm,NEUTRAL
️ẹ̀ka èdè ọ̀yọ́ ni à ń sọ ní ìbàdàn ọ̀yọ́ ọ̀ṣun ️ ẹ̀ka èdè ìjẹ̀ṣà ni wọ́n ń sọ ní iléṣà ẹ̀sàòkè ️ ẹ̀ka èdè ni wọ́n ń sọ ní adóèkìtì ìjerò àti ìkọ̀lé,NEUTRAL
abi ile aye yi kọ abi ile aye yi kọ mo ni abi ile aye yi kọ dijú kí o se bi ẹni kú ki o ri bi aye se fẹ ọ tó,NEGATIVE
ẹ jẹ́ kí a pawọ́pọ̀ gbógun ti kòkòrò ní agbègbè wa,POSITIVE
yorùbá gbàgbó pé enikeni tó gbón sásá sùgbón tó n fi nú òkan pàtàkì nirú eni bé è láàrín àwon ègò,NEUTRAL
pàtàkì àmì lóri,NEUTRAL
odó ń gún yán àáké ń lagi,NEUTRAL
ẹrú kú nílé wọ́n lọ sin ín sóko ọmọ kú lóko wọ́n lọ sin ín sílé bẹ́ẹ̀ nìbí ò jù bí bí a ṣe bẹ́rú la ṣe bọ́mọ,NEGATIVE
òwe tí ó tọ́ sí awuyewuye ọọ̀ni àti elékòó ni ọ̀rọ̀ tí ò ní ohùn fífọ̀ dídákẹ́ ló yẹ ẹ́,NEUTRAL
ọlẹ̀ á sọ nínúu gbogbo obìnrin tó ń wọ́mọ bàbá ra ẹran abàmú ọmọ inú ọmọ ènìyàn ni ọlẹ̀ ọmọ inú ẹranko tàbí ọmọ ẹyẹ ni à ń pè ní àmú,POSITIVE
bí ọsàn bá dúdú ó ńpadà bọ̀ wá pọ́n ni an unripe orange will most assuredly become ripe eventually keep hope a,POSITIVE
ààtàn tí kò bá gba ẹ̀gbin kò ní kún bọ̀rọ̀ a refuse dump that wont tolerate filth wont be filled up easily be tolerant intolerance can impose limitations,POSITIVE
lẹ́yìn tí a parí ìwé ìrèké oníbùdó láti ọwọ́ do fágúnwà a fẹ́ kí ẹ bá wa mú ìwé tó kàn tí a ó kà nínú mẹ́ta wọ̀nyìí a ṣaworoidẹ akínwùmí ìṣọ̀lá b àjà ló lẹrù ọládẹ̀jọ òkédìjí d eégún aláré láwuyì ògúnníran,NEUTRAL
ìdá méjì = ìdá ogún = ni ìdá mẹ́tàdínlọ́gbọ̀n,NEUTRAL
àdàbà kan ló pògèdè bíi pẹ́yẹ́lé ò gbó ni gbegede bá gbiná ní gbàgede àwon bánkì màrínà o èèyàn ò sì ní fa gbùrù tán kíó wá so wípé òun ò ní fagbó òrò náà ń rúgbó bọ̀ o,NEGATIVE
orí mafi ara kanmi kii lo soja lo ra nkan owè yoòba,NEGATIVE
èmi layinla ọmọ ba o ri ẹni gbẹkẹle ka tẹ ra mọ ṣẹ ẹni,POSITIVE
alẹ́ ìmúniláàárẹ̀ àti aláìsàn ni fún fáyóóṣeé nígbà tí ọpọlọ rẹ̀ ṣiṣẹ́ títí bí aago,NEGATIVE
ni ile aye ti ẹni tó wà lókè ò fẹ̀ ki ẹni tó wà nilẹ ó gòkè,NEGATIVE
ẹní bá fi iṣu tí kò jinná gúnyán o di dandan kó jẹ iyán tó lẹ́mọ whoever prepares pounded yam with yams that are not fully cooked will certainly eat lumpy pounded yam patience is it good things take time dont force issues before their time,POSITIVE
bí onírẹ̀sẹ́ kò bá fín igbá mọ́ èyí tí ó ti fín sílẹ̀ kò leè parun,POSITIVE
èro asòrò so bótò bí ęyę,NEUTRAL
iyì re pò brother mi ️,POSITIVE
gbogbo èèyàn oníwà tùtù kọ́ lonínúure its not everyone with a quiet disposition who is kindnatured appearance can be deceptive,NEGATIVE
ìlù ìṣẹ̀ǹbáyé nílẹ̀ yorùbáancient yorùbá tonal drums ii ìlù dùndún can be played like bàtá drum see how ayanbayo ayanwobi did it in this video,NEUTRAL
bí ó bá sì díjú tí ó fa òkùnkùn birimù lọ́sànán ká má sọ ti ajálẹ́ tí gbòǹgbò ẹ̀rìmọ̀ tòun ìjágbọ́n ẹ̀gún ọ̀gàn àti àwọn nǹkan bẹ́ẹ̀ ti ta dínà ni a fi ń sọ wí pé igbó kìjikìji,NEUTRAL
àwọn gómìnà ń ṣe ìgbéyàwó fọ́mọ wọn nígbà tí boko haram ń ko àwa lọmọ lọ olóòtú sahara reporters tí fọgba yángan htt,NEGATIVE
ajá gbó ewúrẹ́ àkùkọ kọ àgbébọ̀,NEUTRAL
ó ṣe èèmọ̀ tán,NEUTRAL
ǹjẹ́ ìwọ́ mọ̀ wípé ilẹ̀ hausa ni wọ́n ti kó màálù wọ ilẹ̀ ẹrinla tí ó jẹ tiwa ni à ń jẹ tẹ́lẹ̀lẹ́lẹ́rí kí mọ̀ọ́lù tó wọ̀lú,NEUTRAL
ǹjẹ́ o fẹ́ràn láti mọ ìtumọ̀ orúkọ rẹ fi àtẹ̀jíṣẹ́ orúkọ rẹ ráńṣẹ́ sí wa ko sì tẹ̀lé wa lórí ìkànnì ayelujara yìí,NEUTRAL
ẹ̀gàn kò pé kí oyín má dùn,POSITIVE
concise version olóòpá njé olè fúmi ní ìséjú méfà láti so òótó òrò fú o láti so òótó òrò táwon òjèlú àwon afúni lóko ìdi òpero àwon òránmo lómo nísé dé tòru tòru tí wón perawon ní ìjoba òfé jékí omò,NEGATIVE
ẹlẹ́gbáraẹlẹ́gbáa ️ èlègbàrà èṣù ️ ẹ̀ṣù yà mìíìn èṣù is not satan https,NEUTRAL
ǹjẹ́ o mọ̀ wípé àwọn ará delta ìjọba ìbílẹ̀ àríwá aniocha ń sọ èdè agbègbè kan tí à ń pè ní olùkùmi,NEUTRAL
ẹni táa fún lóbì tí kò ṣọpẹ́ báa fún un lọ́mọ kò ní ṣàna a person who gave no thanks when offered,NEGATIVE
àwọn obìnrin mìíìn kò mọ bí wọ́n ti ń ṣe nílé ọkọ aládùúgbò mi kan gbá ìyá ọkọ rẹ̀ lójú nítorí ọ̀rọ̀ tí kò tó nǹkan,NEGATIVE
ọ̀yọ́ mọkọ ìbàdàn mesi ọ̀gọ̀ esìẹ́ ọ̀wọ ọwá ọbọ̀kun ìwó ọmọ odò ọbà òṣogbo,NEUTRAL
ìran eégún dunjú iwì ẹnu eégún dùn ún gbọ́ sétí ṣé ti tijó àjó tàkìtì tó bálù mu ni ká sọ àbí ti orin kíkọ tòun èyíòjọ̀yìí àrà egúngún ló ni ká pidán ká jó àti ká pẹ̀ṣà,POSITIVE
enìkan kìí torí ęran ikún gbon àgbònrín nù no one brushes off a deer meat for a squirrel meat no one throws away an item of value for a valueless one,POSITIVE
máa dì í sọ́fun kí ó jó ojú yẹn dáadáa,NEUTRAL
láìwọbàtà láì borí àfi fún àwọn irun dúdú mirinmirin yẹn ọmọdé jòjòló yìí dìde ṣeré lórí koríko oṣù kẹrin òjò bẹ̀r,NEUTRAL
ẹni tí kò bá lè jìyà tó kún ahá kò leè gbádùn ọrọ̀ tó kúnnú àmù whoever cannot endure a cupfilled deprivation can,NEGATIVE
is now a right wing government that allows to be taught in schools brasil jẹ ijọba ti o ni ẹtọ ti o jẹ ki yorùbá ni ẹkọ ni ileiwe,POSITIVE
happy birthday maam olúyomi josephine ògúnwálé book us today +,INDETERMINATE
àdá tàbí ohun irin ni a fi ń búra obì tàbíla fi ń wúre,NEUTRAL
èsúsú àti ló jẹ́ àṣà ìranraẹni lọ́wọ́ nílẹ̀ yorùbá a ọ̀wẹ̀ b àáró d wòmíoràmí,NEUTRAL
ọmọ orílẹ̀èdè nàìjíríà israel adesanya naa paulo costa bí eni lu bàrà nínu ìja,NEGATIVE
aláwọ̀fin ló di aláàfin ló di àádùn,NEUTRAL
ẹní bá da omi síwájú á tẹ ilẹ̀ tútù whoever waters the ground ahead will step on a wet ground life is give and take to reap we ought to sow,POSITIVE
our ́milédè today the words examined in this video are àgbọ̀n basket agbọ́n wasp àgbọn coconut àgbọ̀n jaw a gbọ̀n we trembleddusted a gbọ́n be wisesensible,NEUTRAL
ohun èlò ìmọ́bẹ̀ dùn wò ní yorùbá ń fi se ọbẹ̀ kí iyọ̀ tó dé a ògìrì b òbu d irú,NEUTRAL
dàndógó kì í ṣe ẹ̀wù ọmọdé irú aṣọ wo ní dàndógó jọ,NEUTRAL
ejo mo bẹ àwọn honourable láti agbègbè wa ki wọn jọ ṣe ìdìbò totọ lórí restructuring,POSITIVE
orúkọ mi ni olúwásọmídòtun olómitútùtùọlọ́wẹ̀ a bí mi sì ìlú ìbàdàn ṣùgbọ́n ìjẹ̀sà ni meere,NEUTRAL
eyin omo ni mo ba lórò e ronu jinle ki oro wa ma baa dabi oro ise laago n seku e gba yi yewo e ronu jinle spread like wildfire,POSITIVE
òwe wa tòní odò tí a bá fi ojú rénà a máa gbéni lọ our proverb for today the river that you take for granted can actual,NEGATIVE
a dúpẹ́ fún allah,POSITIVE
ibi tí ẹran ìgbẹ́ fi ṣe ilé ti di ọgbà àwọn iléeṣẹ́ ńláńlá ariwo ẹ̀rọ ràbàndẹ̀ iléeṣẹ́ ti já wọn láyà wọ́n ti kú tán àwọn tí kò kú sá lọ sí ọ̀nà jínjìn níbo wá ni àwọn ẹran ìgbẹ́ wọ̀nyí ń sá lọ,NEUTRAL
a máa ń wú iṣu nínú ilẹ̀ ni a máa ń bẹ́ ìtì ọ̀gẹ̀dẹ̀ ni báwo ni a ṣe ń ṣe ẹmu,NEUTRAL
a ku ojumọ o ṣé a jí re bí |,NEUTRAL
ìwà rere lèsó eniyan olamideonistory lagos nigeria,POSITIVE
má fi ire pe ibi má fi ibi pe ire má mù ú òmúlùmú má fi òlòlò fọ́bùn,NEUTRAL
irú èèyàn wo ni à ń pè ní òlóòrayè,NEUTRAL
bbcnewsyoruba getrepost ẹ kúu dédé àsìkò yìí ẹ jé ká jọ gbé òwe yìí yẹ̀wò,NEUTRAL
àgbàyèwò ní bàbon èèbó jé,NEGATIVE
sùgbón a tún le so wípé wèrè la fi ń wo wèrè,NEGATIVE
èwo ní í ṣe orúkọ oyè olórí ogun ní ilé nínú ìwọ̀nyí a ọ̀gáálá b abọrẹ̀ d ọ̀gágun,NEUTRAL
gbobo ọmọ kaarọ ojire ni ori twitter ṣe alafia ni ẹ wa gẹgẹ bi emi na ṣe wa nibi pakati ọrọ mi si yin ni wipe yoruba dun,POSITIVE
gistas mi ọ̀wọ́n kẹn tíì kẹ ṣe dede ẹ jọ̀,NEUTRAL
bí a kò bá dẹ́kun ìgbìyànjú bópẹ́ bóyá akitiyan á dópin lọ́jọ́ kan if one wont give up trying ones hustling will one day,POSITIVE
àdàbà o naání a n kungbę iná n jó ęyę lo kętękętę ku iso pin,NEUTRAL
banana jẹ ọlọrọ ni irin ati iranlọwọ ṣe agbero ẹjẹ oludasile jẹ o ko fẹran ogede ni iṣaa,POSITIVE
tí òjò bá kọ̀ tí ò rọ̀ ìyẹn ò ní ká sọ pé kí omi òkun ya wọ̀lu that the rain refuses to fall is no reason to wish the sea would flood the city reactions should be measured extreme and radical measures should be adopted with caution,POSITIVE
something my mum says to me awakens siri mum annoyed jọ fi mí silẹ mí o bá ẹ sọ̀rọ̀ siri sorry i dont seem to recognise that song,NEUTRAL
oṣù wo ni àwọn yoòbá ń pè ní agà a ṣẹrẹ b èbìbí d ọ̀pẹ,NEUTRAL
ewúrẹ́ ò ní bí ni ká re ìsọ̀ àgùntàn,POSITIVE
tí aáyán bá ṣi ijó jó á máa fi ara káṣá adìyẹ if a cockroach dances unconscionably it may expose itself to the sword or attack of the hen even in a good course moderation is crucial be prudent be moderate,POSITIVE
emi ni òwu òdùrú aji fi epé seré omo oni bebebi omo tolawo gbadela òkúńra sílè doyè ìbárú elédùwè omo abójò sòwè,POSITIVE
kótópó kélébé balẹ̀ wọn a fara yí kuuru a díá fún bàbá mọ̀le abẹ̀wù gẹ̀rẹ̀jẹ̀ baba óò bí àníyàn lọ́mọ,NEUTRAL
wàrà tútù rè é o ẹ bá mi re o,NEUTRAL
nínú èèwọ̀ ilẹ̀ yorùbá kí ló dé tí i oníkọ́ kì í fi jàgbọn ii oníjẹ̀díjẹ̀dí kò gbọdọ̀ jẹ ìrèké,NEUTRAL
proverbs máṣe yẹ̀ àla ilẹ igbàni ti awọn baba rẹ ti pa remove not the ancient landmark which thy fathers have set,POSITIVE
ṣe ìṣirò wọ̀nyí x = = + =,NEUTRAL
yorùbá word of the day bàtà,INDETERMINATE
mo kí ebi àti ọrẹ,NEUTRAL
here we are we bring you another proverb which is ìgbẹ́ là ń wá ewé oko là ń wá nǹkan ọbẹ̀ ó gbajúmọ̀ kí àwọn ènìyàn ní,NEUTRAL
ẹrú ẹni wo ni yoòbá ń pè ní ọ̀bánijáwà a ọ̀bàyéjẹ́ b abánigbé d jàgídíjàgan,NEUTRAL
fún àpẹẹrẹ búrẹ́dì kêèkì àti bísikíìtì tí ó ní ìwúkàrà nínú jẹ́ àkàrà láyèe tirẹ̀,NEUTRAL
ọmọ awo ní máa ń kí ara wọn ní o kú a egúngún b ṣàngó d ògún,NEUTRAL
kí òyìnbó tó dé la ti ńwọṣọ clothes were worn before the white man colonialism came yorubacuties b,NEUTRAL
àwọn àgbà ló máa ń pòwe pé ìbínú kò mọ̀ pé olówó òun kò lẹ́sẹ̀ nílẹ̀ ìbínú àbíjù le kóni sínú ìyọnu lóòótọ́ ọmọ àlè ènìyàn ló rínú tí kò bí àmọ́ ọmọ àlè náà ni wọ́n ń bẹ̀ tí kò gbà tàbí tó bínú débi pé ó kóra rẹ̀ sínú ìyọnu,NEGATIVE
a kì í du orí olórí kí àwòdì gbé tẹni lọ translation we should not save someone elses head and neglect ours lesson offer help to people but dont forget yourself you are important,POSITIVE
à ṣé iṣan kọ́ ló pa bruce lee o chuk norris tí í ṣe ọ̀rẹ́ bruce lee sọ wípé egbògi orí fífọ́ tí ó bá egbògi ẹ̀yìn tí ó ń yọ ọ́ lẹ́nu nínú ẹ̀jẹ̀ ló fà á kí ọpọlọ rẹ̀ wú tí ó sì pa á,NEGATIVE
òlòhun ko mani jè ki ari ko èran mo ero o two different things,POSITIVE
ọwọ́ ọmọ aráyé ni ewé ti í rọ,NEGATIVE
how science is called in different languages = kimiyya = ìmò èro or sayensi = httpst,INDETERMINATE
ìran ìjẹ̀sà ni à ń pè ní òṣómàálò ìran ìjẹ̀bú ni à ń pè ní alárẹ̀n ìran ni à ń pè ní àbú,NEUTRAL
ògbó + ní + ògbó ògbólógbòó oní + ìpèsè olùpèsè ẹni + àgbà alàgbà + oyún aboyún,NEUTRAL
yorùbá word of the day ẹyin iná,NEUTRAL
ǹjẹ́ ìwọ́ mọ̀ wípé a máa ń hun aṣọ ńlá ìbílẹ̀ wa kan pẹ̀lú ohun èlò tí a mú láti ara kòkòrò,NEUTRAL
èèpà ń pa ara rẹ̀ ó lòun ń pa ajá,NEGATIVE
bí ẹyẹ oko ò mọ bíntín lọ eré e kó kọ́lé ló máa máa bá kiri no matter how tiny a bird is its attention will be riveted on building its home or nest focus on tangibles not trivialities dont major on minor things,POSITIVE
join me on this page for various yorùbá chants òrò ìsírí ìtàn folktales music àló drums others lagos state,NEUTRAL
aràn aboyúnjẹ́ tàbí oru inú jẹ́ ìdíwọ́ tí ò jẹ́ kí obìnrin ó finú ṣoyún kí obìnrin ó máa jẹ ẹ̀fọ́ amúnútutù lóòrèkóòrè,NEUTRAL
it makes a world of difference when god deliberately favors you this week youll enjoy the favor of god ìyàtọ̀ wà láàárín kí ènìyàn máa lé olóore ká àti kí ọlọ́run mọ̀ọ́mọ̀ fi ojú ire wo ni nínú ọ̀sẹ̀ yìí a ó bá ojú rere ọlọ́run àti ti ènìyàn pàdé,POSITIVE
yóò ti pẹ́ tó tí ìwọ yóò dùbúlẹ̀ ìwọ ọ̀lẹ nígbà wo ni ìwọ yóò jí kúrò lójú oorun rẹ oorun die itoogbe die,NEUTRAL
àjànàkú ti ń dohun ìgbàgbé àgbọ̀nréré náà ńkọ́ àwọn jagunlabí inú igbó ti fẹ́rẹ̀ẹ́ pa ẹranko oníwo àrà níwájú àtàrí tán,NEGATIVE
ọ̀rọ̀ ìṣítí wa tòní irun ṣíṣe our admonition for today hairdo,NEUTRAL
arun inu ẹjẹ scd ni awọn agbegbe mẹrin ti awọn ifura ailagbara ti o pọju eyiti o ni ajesara dinku ibajẹ rudurudu ti o pọ si awọn ilana iredodo pọ si ati idinku iṣelọpọ iyọolomi dr david ajibade alagbawi arun,INDETERMINATE
mo ṣàkíyèsí kan bí mo bá túwíìtì nípa ìṣẹ̀ṣe ara àwọn kan kì í gbà á wọ́n á ṣíra tẹ àìbárìn wọn kò tẹ̀lé mi mọ́ òtítọ́,NEUTRAL
